dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,pred
2012-07-03,3,1,7,16,0,2,1,2,0.9,0.7727,0.24,0.194,393.6245404176839
2012-07-03,3,1,7,17,0,2,1,2,0.86,0.7424,0.3,0.1642,760.5270621239433
2012-07-03,3,1,7,18,0,2,1,2,0.86,0.7424,0.3,0.0,738.8415541497444
2012-07-03,3,1,7,19,0,2,1,2,0.84,0.7424,0.36,0.1343,526.3707855260682
2012-07-03,3,1,7,20,0,2,1,3,0.76,0.697,0.55,0.4925,309.08682971557727
2012-07-03,3,1,7,21,0,2,1,2,0.7,0.6515,0.7,0.2836,262.9471923229207
2012-07-03,3,1,7,22,0,2,1,1,0.68,0.6364,0.79,0.194,224.26703731673277
2012-07-03,3,1,7,23,0,2,1,1,0.66,0.6061,0.83,0.0,167.70789004083795
2012-07-04,3,1,7,0,1,3,0,1,0.68,0.6364,0.79,0.0896,109.7795652195312
2012-07-04,3,1,7,1,1,3,0,1,0.68,0.6364,0.74,0.0,85.0836513199821
2012-07-04,3,1,7,2,1,3,0,1,0.66,0.6061,0.83,0.1343,71.9520065334377
2012-07-04,3,1,7,3,1,3,0,1,0.68,0.6364,0.74,0.194,42.64408383124034
2012-07-04,3,1,7,4,1,3,0,1,0.68,0.6364,0.69,0.2537,16.600270209792697
2012-07-04,3,1,7,5,1,3,0,1,0.66,0.6212,0.69,0.0,56.79304157553279
2012-07-04,3,1,7,6,1,3,0,1,0.66,0.6212,0.69,0.0,76.08627760992404
2012-07-04,3,1,7,7,1,3,0,1,0.68,0.6364,0.65,0.0,208.01556386352385
2012-07-04,3,1,7,8,1,3,0,1,0.7,0.6515,0.61,0.1045,310.2774606357074
2012-07-04,3,1,7,9,1,3,0,1,0.76,0.697,0.52,0.0,286.78469735772387
2012-07-04,3,1,7,10,1,3,0,1,0.8,0.7273,0.46,0.0,330.18908787886863
2012-07-04,3,1,7,11,1,3,0,1,0.82,0.7576,0.46,0.1343,415.02083266770717
2012-07-04,3,1,7,12,1,3,0,1,0.86,0.7879,0.41,0.2239,409.77342059634003
2012-07-04,3,1,7,13,1,3,0,1,0.9,0.8182,0.35,0.0,421.4420447241866
2012-07-04,3,1,7,14,1,3,0,1,0.9,0.8182,0.37,0.1642,419.1553318006964
2012-07-04,3,1,7,15,1,3,0,1,0.92,0.8485,0.35,0.2985,394.20250380260535
2012-07-04,3,1,7,16,1,3,0,1,0.92,0.8485,0.35,0.2537,382.8040831532764
2012-07-04,3,1,7,17,1,3,0,1,0.92,0.8485,0.35,0.2985,529.0601407290236
2012-07-04,3,1,7,18,1,3,0,1,0.9,0.8485,0.42,0.194,503.87673869625405
2012-07-04,3,1,7,19,1,3,0,1,0.86,0.803,0.47,0.2239,439.2657229901483
2012-07-04,3,1,7,20,1,3,0,1,0.86,0.803,0.47,0.2239,313.1758414247607
2012-07-04,3,1,7,21,1,3,0,1,0.84,0.803,0.53,0.1343,265.04992793716804
2012-07-04,3,1,7,22,1,3,0,1,0.82,0.7879,0.56,0.2239,210.3047168588228
2012-07-04,3,1,7,23,1,3,0,2,0.78,0.697,0.43,0.0896,179.5144215178368
2012-07-05,3,1,7,0,0,4,1,1,0.74,0.6667,0.51,0.1045,49.82241175698458
2012-07-05,3,1,7,1,0,4,1,1,0.74,0.6667,0.51,0.2836,29.612240296907032
2012-07-05,3,1,7,2,0,4,1,1,0.74,0.6667,0.51,0.0,24.238856888643088
2012-07-05,3,1,7,3,0,4,1,1,0.72,0.6667,0.54,0.194,26.555847041575053
2012-07-05,3,1,7,4,0,4,1,1,0.72,0.6667,0.58,0.0,23.526357041822095
2012-07-05,3,1,7,5,0,4,1,1,0.72,0.6818,0.62,0.0,52.31064756176718
2012-07-05,3,1,7,6,0,4,1,1,0.72,0.6667,0.58,0.0,140.63294376411298
2012-07-05,3,1,7,7,0,4,1,1,0.76,0.697,0.55,0.0,369.29675043798045
2012-07-05,3,1,7,8,0,4,1,1,0.8,0.7424,0.49,0.1343,570.4707235084807
2012-07-05,3,1,7,9,0,4,1,1,0.84,0.7879,0.49,0.2985,308.2384791753331
2012-07-05,3,1,7,10,0,4,1,1,0.86,0.7879,0.44,0.3582,210.5092080689408
2012-07-05,3,1,7,11,0,4,1,1,0.9,0.8182,0.35,0.2985,225.88171589957426
2012-07-05,3,1,7,12,0,4,1,1,0.9,0.8182,0.35,0.3582,251.47004095146403
2012-07-05,3,1,7,13,0,4,1,1,0.92,0.8333,0.33,0.2239,248.00720348660212
2012-07-05,3,1,7,14,0,4,1,1,0.92,0.8333,0.33,0.3284,243.42856010945437
2012-07-05,3,1,7,15,0,4,1,1,0.92,0.8333,0.33,0.3582,248.98968123640492
2012-07-05,3,1,7,16,0,4,1,1,0.92,0.8333,0.33,0.2537,377.89631466753156
2012-07-05,3,1,7,17,0,4,1,1,0.92,0.8485,0.35,0.1642,734.7636403004153
2012-07-05,3,1,7,18,0,4,1,2,0.9,0.8333,0.39,0.3284,690.2381928041912
2012-07-05,3,1,7,19,0,4,1,2,0.88,0.803,0.39,0.2537,485.0958204952006
2012-07-05,3,1,7,20,0,4,1,2,0.86,0.7879,0.41,0.2239,346.44121044589053
2012-07-05,3,1,7,21,0,4,1,1,0.84,0.7727,0.47,0.194,286.87178824399683
2012-07-05,3,1,7,22,0,4,1,1,0.82,0.803,0.59,0.1343,224.10472272770826
2012-07-05,3,1,7,23,0,4,1,1,0.8,0.7576,0.55,0.1642,186.3583963243334
2012-07-06,3,1,7,0,0,5,1,1,0.78,0.7424,0.62,0.1343,65.50003713240085
2012-07-06,3,1,7,1,0,5,1,1,0.78,0.7273,0.55,0.2239,41.484600679034465
2012-07-06,3,1,7,2,0,5,1,1,0.76,0.7121,0.62,0.1343,37.473445645998545
2012-07-06,3,1,7,3,0,5,1,2,0.74,0.697,0.7,0.194,36.59729009635344
2012-07-06,3,1,7,4,0,5,1,1,0.74,0.697,0.66,0.2239,30.80616059529226
2012-07-06,3,1,7,5,0,5,1,1,0.74,0.697,0.66,0.194,53.32535529254201
2012-07-06,3,1,7,6,0,5,1,1,0.74,0.697,0.66,0.194,144.66047490592356
2012-07-06,3,1,7,7,0,5,1,1,0.78,0.697,0.46,0.1343,390.4075836999198
2012-07-06,3,1,7,8,0,5,1,1,0.8,0.7121,0.41,0.1642,642.5724066702272
2012-07-06,3,1,7,9,0,5,1,1,0.82,0.7273,0.36,0.1343,404.60886614729424
2012-07-06,3,1,7,10,0,5,1,1,0.86,0.7424,0.3,0.0,330.39655120571257
2012-07-06,3,1,7,11,0,5,1,1,0.84,0.7273,0.32,0.0896,354.94173030208276
2012-07-06,3,1,7,12,0,5,1,1,0.88,0.7576,0.28,0.1045,413.5004913748706
2012-07-06,3,1,7,13,0,5,1,1,0.9,0.7879,0.27,0.1045,400.2240952569042
2012-07-06,3,1,7,14,0,5,1,1,0.9,0.803,0.31,0.1642,386.4915054410931
2012-07-06,3,1,7,15,0,5,1,1,0.92,0.8182,0.29,0.194,379.7797903431753
2012-07-06,3,1,7,16,0,5,1,1,0.92,0.8182,0.29,0.1045,495.84288300356206
2012-07-06,3,1,7,17,0,5,1,1,0.92,0.8182,0.29,0.0,694.2858819444717
2012-07-06,3,1,7,18,0,5,1,1,0.9,0.803,0.33,0.2537,693.512308045924
2012-07-06,3,1,7,19,0,5,1,1,0.88,0.7879,0.35,0.2239,491.10276873422885
2012-07-06,3,1,7,20,0,5,1,1,0.86,0.7727,0.39,0.1045,392.1826191328267
2012-07-06,3,1,7,21,0,5,1,1,0.82,0.7727,0.52,0.1343,343.45864195528657
2012-07-06,3,1,7,22,0,5,1,1,0.8,0.7576,0.55,0.194,306.03121415656886
2012-07-06,3,1,7,23,0,5,1,1,0.8,0.7879,0.63,0.1045,281.97400239454805
2012-07-07,3,1,7,0,0,6,0,1,0.78,0.7576,0.66,0.1343,117.38419882195689
2012-07-07,3,1,7,1,0,6,0,1,0.76,0.7273,0.7,0.1642,98.63337424184004
2012-07-07,3,1,7,2,0,6,0,1,0.76,0.7424,0.72,0.1642,81.45873873206179
2012-07-07,3,1,7,3,0,6,0,1,0.74,0.7121,0.74,0.1343,50.63411646800408
2012-07-07,3,1,7,4,0,6,0,1,0.74,0.7121,0.74,0.1642,39.07550487936051
2012-07-07,3,1,7,5,0,6,0,1,0.74,0.7121,0.74,0.194,46.54938970521081
2012-07-07,3,1,7,6,0,6,0,1,0.74,0.7121,0.74,0.1045,51.37545241984234
2012-07-07,3,1,7,7,0,6,0,1,0.78,0.7576,0.66,0.1045,168.99959797313872
2012-07-07,3,1,7,8,0,6,0,1,0.82,0.8333,0.63,0.194,285.5992557898572
2012-07-07,3,1,7,9,0,6,0,1,0.84,0.8333,0.59,0.1642,317.95751707612385
2012-07-07,3,1,7,10,0,6,0,1,0.92,0.8636,0.37,0.2239,416.7672027718841
2012-07-07,3,1,7,11,0,6,0,1,0.94,0.8788,0.38,0.194,508.56709488309167
2012-07-07,3,1,7,12,0,6,0,1,0.96,0.8636,0.31,0.3582,576.3279131959879
2012-07-07,3,1,7,13,0,6,0,2,0.96,0.8636,0.31,0.2537,573.1677491872356
2012-07-07,3,1,7,14,0,6,0,2,0.96,0.8636,0.3,0.1343,560.7657633924
2012-07-07,3,1,7,15,0,6,0,1,0.96,0.8485,0.26,0.0,565.9407853734614
2012-07-07,3,1,7,16,0,6,0,1,1.0,0.8636,0.19,0.1642,548.4738789593093
2012-07-07,3,1,7,17,0,6,0,1,0.96,0.8485,0.26,0.1343,536.4861440656658
2012-07-07,3,1,7,18,0,6,0,1,0.94,0.8333,0.29,0.0896,479.65237137472116
2012-07-07,3,1,7,19,0,6,0,1,0.92,0.8333,0.33,0.1343,430.7546999822288
2012-07-07,3,1,7,20,0,6,0,1,0.9,0.8182,0.37,0.1642,334.5469668103788
2012-07-07,3,1,7,21,0,6,0,1,0.88,0.7879,0.37,0.194,304.4630478533129
2012-07-07,3,1,7,22,0,6,0,1,0.84,0.8333,0.59,0.194,267.746903489077
2012-07-07,3,1,7,23,0,6,0,1,0.84,0.8182,0.56,0.1642,258.5821784134471
2012-07-08,3,1,7,0,0,0,0,1,0.82,0.7879,0.56,0.1343,114.45463811903741
2012-07-08,3,1,7,1,0,0,0,1,0.82,0.7879,0.56,0.1045,91.96006692250997
2012-07-08,3,1,7,2,0,0,0,1,0.82,0.7727,0.52,0.1045,80.9778270334018
2012-07-08,3,1,7,3,0,0,0,1,0.8,0.7727,0.59,0.1045,43.84323131837848
2012-07-08,3,1,7,4,0,0,0,1,0.78,0.7576,0.66,0.1045,26.5367457911864
2012-07-08,3,1,7,5,0,0,0,1,0.78,0.7424,0.62,0.0,26.432445485690486
2012-07-08,3,1,7,6,0,0,0,1,0.78,0.7727,0.7,0.1343,40.34840054337706
2012-07-08,3,1,7,7,0,0,0,1,0.8,0.803,0.66,0.0,101.36092586793869
2012-07-08,3,1,7,8,0,0,0,1,0.84,0.803,0.53,0.1343,185.30544155408916
2012-07-08,3,1,7,9,0,0,0,1,0.86,0.8182,0.5,0.1045,232.0004533268162
2012-07-08,3,1,7,10,0,0,0,1,0.9,0.8636,0.45,0.0,342.0250765620652
2012-07-08,3,1,7,11,0,0,0,1,0.92,0.8939,0.42,0.2985,433.9818141703894
2012-07-08,3,1,7,12,0,0,0,1,0.92,0.8939,0.42,0.194,484.91814339384524
2012-07-08,3,1,7,13,0,0,0,1,0.94,0.8788,0.38,0.2537,487.8206332972009
2012-07-08,3,1,7,14,0,0,0,1,0.96,0.9091,0.36,0.1642,477.19960111028047
2012-07-08,3,1,7,15,0,0,0,3,0.92,0.8939,0.42,0.2836,366.7872691029536
2012-07-08,3,1,7,16,0,0,0,2,0.8,0.803,0.66,0.2239,480.5787509089898
2012-07-08,3,1,7,17,0,0,0,1,0.78,0.7424,0.59,0.0,558.2246615414016
2012-07-08,3,1,7,18,0,0,0,1,0.78,0.7424,0.62,0.1045,528.6039699180155
2012-07-08,3,1,7,19,0,0,0,1,0.78,0.7424,0.62,0.1642,445.9742437159031
2012-07-08,3,1,7,20,0,0,0,1,0.76,0.7273,0.7,0.0896,311.6599068334433
2012-07-08,3,1,7,21,0,0,0,1,0.76,0.7273,0.7,0.1343,238.37441739649657
2012-07-08,3,1,7,22,0,0,0,3,0.74,0.697,0.7,0.0896,188.34943853892617
2012-07-08,3,1,7,23,0,0,0,3,0.68,0.6364,0.83,0.0896,139.42452376117993
2012-07-09,3,1,7,0,0,1,1,2,0.68,0.6364,0.89,0.0896,43.47218815550923
2012-07-09,3,1,7,1,0,1,1,3,0.7,0.6667,0.89,0.1045,30.833244382966477
2012-07-09,3,1,7,2,0,1,1,3,0.7,0.6667,0.89,0.194,31.517176582002122
2012-07-09,3,1,7,3,0,1,1,3,0.7,0.6667,0.89,0.194,30.833433461436922
2012-07-09,3,1,7,4,0,1,1,3,0.66,0.5909,0.89,0.3881,11.799663022550376
2012-07-09,3,1,7,5,0,1,1,2,0.66,0.6061,0.83,0.2239,37.29790010819851
2012-07-09,3,1,7,6,0,1,1,3,0.64,0.5758,0.89,0.2537,98.30857750720757
2012-07-09,3,1,7,7,0,1,1,3,0.66,0.6061,0.83,0.2239,255.0691414907448
2012-07-09,3,1,7,8,0,1,1,2,0.66,0.6061,0.83,0.1642,531.1132552365837
2012-07-09,3,1,7,9,0,1,1,2,0.66,0.6061,0.83,0.1642,300.03101339113965
2012-07-09,3,1,7,10,0,1,1,2,0.66,0.6061,0.83,0.194,225.65451133889474
2012-07-09,3,1,7,11,0,1,1,2,0.72,0.6818,0.62,0.1343,233.06811402555675
2012-07-09,3,1,7,12,0,1,1,2,0.74,0.6818,0.58,0.1343,264.61512952623116
2012-07-09,3,1,7,13,0,1,1,2,0.76,0.697,0.55,0.2537,255.6874510237408
2012-07-09,3,1,7,14,0,1,1,2,0.74,0.6818,0.55,0.2537,247.49848302168027
2012-07-09,3,1,7,15,0,1,1,2,0.76,0.6818,0.45,0.2239,263.1689832699066
2012-07-09,3,1,7,16,0,1,1,1,0.78,0.697,0.4,0.2836,394.35125454752455
2012-07-09,3,1,7,17,0,1,1,1,0.78,0.697,0.4,0.1642,796.415423312822
2012-07-09,3,1,7,18,0,1,1,1,0.76,0.6818,0.48,0.1343,777.1664607863877
2012-07-09,3,1,7,19,0,1,1,1,0.74,0.6818,0.55,0.1642,543.4152266500358
2012-07-09,3,1,7,20,0,1,1,2,0.74,0.6818,0.55,0.1045,357.7656317070795
2012-07-09,3,1,7,21,0,1,1,2,0.74,0.6818,0.55,0.0896,272.8885297387312
2012-07-09,3,1,7,22,0,1,1,2,0.72,0.6667,0.58,0.1045,210.80756305024764
2012-07-09,3,1,7,23,0,1,1,2,0.7,0.6515,0.65,0.1045,157.71353582583563
2012-07-10,3,1,7,0,0,2,1,1,0.7,0.6515,0.7,0.0896,48.58977252110043
2012-07-10,3,1,7,1,0,2,1,1,0.7,0.6667,0.74,0.1343,30.687969953294367
2012-07-10,3,1,7,2,0,2,1,1,0.7,0.6667,0.74,0.1343,24.20505074706922
2012-07-10,3,1,7,3,0,2,1,1,0.68,0.6364,0.79,0.0,23.140471379349744
2012-07-10,3,1,7,4,0,2,1,1,0.68,0.6364,0.79,0.1343,24.380068204562015
2012-07-10,3,1,7,5,0,2,1,1,0.66,0.6061,0.83,0.1343,53.878184829193415
2012-07-10,3,1,7,6,0,2,1,2,0.68,0.6364,0.79,0.1045,145.16651587736055
2012-07-10,3,1,7,7,0,2,1,2,0.7,0.6667,0.74,0.1045,350.9984223125027
2012-07-10,3,1,7,8,0,2,1,1,0.72,0.697,0.74,0.1343,573.4520514175708
2012-07-10,3,1,7,9,0,2,1,1,0.74,0.697,0.66,0.1343,330.32907335914496
2012-07-10,3,1,7,10,0,2,1,1,0.76,0.7121,0.62,0.194,218.75572411394225
2012-07-10,3,1,7,11,0,2,1,1,0.8,0.7273,0.46,0.194,234.34298296434034
2012-07-10,3,1,7,12,0,2,1,1,0.8,0.7121,0.41,0.1343,271.7246617104665
2012-07-10,3,1,7,13,0,2,1,1,0.82,0.7273,0.38,0.194,272.60933150354913
2012-07-10,3,1,7,14,0,2,1,1,0.82,0.7273,0.38,0.1642,265.68890783720616
2012-07-10,3,1,7,15,0,2,1,1,0.8,0.7121,0.41,0.2239,275.72139322804713
2012-07-10,3,1,7,16,0,2,1,1,0.8,0.7273,0.43,0.2239,406.5048079737499
2012-07-10,3,1,7,17,0,2,1,1,0.78,0.7121,0.49,0.194,781.837496362823
2012-07-10,3,1,7,18,0,2,1,3,0.7,0.6667,0.74,0.2239,695.8465612220994
2012-07-10,3,1,7,19,0,2,1,3,0.7,0.6667,0.74,0.2239,478.8947381145071
2012-07-10,3,1,7,20,0,2,1,3,0.64,0.5758,0.83,0.2239,271.3942281972263
2012-07-10,3,1,7,21,0,2,1,3,0.64,0.5758,0.89,0.1045,181.94406427068586
2012-07-10,3,1,7,22,0,2,1,2,0.64,0.5758,0.83,0.1343,199.47315419158093
2012-07-10,3,1,7,23,0,2,1,2,0.64,0.5758,0.89,0.1045,126.69288283897326
2012-07-11,3,1,7,0,0,3,1,2,0.66,0.6061,0.83,0.1343,47.55769060118037
2012-07-11,3,1,7,1,0,3,1,1,0.64,0.5758,0.89,0.0,24.955877011954872
2012-07-11,3,1,7,2,0,3,1,1,0.64,0.5758,0.89,0.0,18.732563274857004
2012-07-11,3,1,7,3,0,3,1,1,0.64,0.5758,0.89,0.1343,20.617294412375887
2012-07-11,3,1,7,4,0,3,1,1,0.64,0.5758,0.89,0.1343,20.617294412375887
2012-07-11,3,1,7,5,0,3,1,1,0.64,0.5758,0.89,0.0,47.562848194616926
2012-07-11,3,1,7,6,0,3,1,1,0.64,0.5758,0.89,0.1343,143.38251662812232
2012-07-11,3,1,7,7,0,3,1,2,0.66,0.6061,0.83,0.1045,352.4098710763048
2012-07-11,3,1,7,8,0,3,1,2,0.68,0.6364,0.79,0.1642,546.2653258670025
2012-07-11,3,1,7,9,0,3,1,2,0.7,0.6667,0.74,0.1343,317.4144025438153
2012-07-11,3,1,7,10,0,3,1,2,0.72,0.6818,0.62,0.1343,222.67535742746517
2012-07-11,3,1,7,11,0,3,1,2,0.76,0.7121,0.58,0.1343,237.6107071469462
2012-07-11,3,1,7,12,0,3,1,2,0.78,0.697,0.43,0.0,269.26451571941175
2012-07-11,3,1,7,13,0,3,1,2,0.8,0.7121,0.42,0.1642,268.7401176464264
2012-07-11,3,1,7,14,0,3,1,1,0.8,0.7121,0.41,0.2239,262.7521062093819
2012-07-11,3,1,7,15,0,3,1,1,0.8,0.7121,0.41,0.2537,267.4662597800114
2012-07-11,3,1,7,16,0,3,1,1,0.8,0.7121,0.38,0.194,406.5780370863449
2012-07-11,3,1,7,17,0,3,1,1,0.8,0.697,0.31,0.2239,769.6318273520692
2012-07-11,3,1,7,18,0,3,1,1,0.78,0.6818,0.38,0.2537,763.639370207597
2012-07-11,3,1,7,19,0,3,1,1,0.74,0.6667,0.48,0.2239,536.1022416053041
2012-07-11,3,1,7,20,0,3,1,1,0.74,0.6667,0.51,0.1642,395.05625759551384
2012-07-11,3,1,7,21,0,3,1,1,0.72,0.6667,0.58,0.2239,297.18591419457425
2012-07-11,3,1,7,22,0,3,1,1,0.72,0.6667,0.58,0.2537,225.53938172257938
2012-07-11,3,1,7,23,0,3,1,2,0.7,0.6515,0.58,0.2537,161.83797419115558
2012-07-12,3,1,7,0,0,4,1,2,0.68,0.6364,0.61,0.0,49.1720841253383
2012-07-12,3,1,7,1,0,4,1,2,0.66,0.6212,0.61,0.0,35.21964526678369
2012-07-12,3,1,7,2,0,4,1,2,0.66,0.6212,0.65,0.0896,27.185236375944513
2012-07-12,3,1,7,3,0,4,1,1,0.64,0.6061,0.69,0.1045,21.78735831336647
2012-07-12,3,1,7,4,0,4,1,1,0.64,0.6061,0.73,0.1045,21.346176529243845
2012-07-12,3,1,7,5,0,4,1,1,0.62,0.5909,0.73,0.1045,47.1145317633934
2012-07-12,3,1,7,6,0,4,1,1,0.64,0.6061,0.73,0.0896,144.51921655579292
2012-07-12,3,1,7,7,0,4,1,1,0.64,0.6061,0.73,0.1343,382.393880716894
2012-07-12,3,1,7,8,0,4,1,1,0.68,0.6364,0.65,0.1343,599.2569795219348
2012-07-12,3,1,7,9,0,4,1,1,0.72,0.6667,0.58,0.1045,322.8880274406463
2012-07-12,3,1,7,10,0,4,1,1,0.74,0.6667,0.48,0.1642,222.3578394591028
2012-07-12,3,1,7,11,0,4,1,1,0.76,0.6818,0.45,0.1045,241.6123182509736
2012-07-12,3,1,7,12,0,4,1,1,0.78,0.6818,0.35,0.1343,279.3713221621034
2012-07-12,3,1,7,13,0,4,1,1,0.8,0.697,0.33,0.2239,275.1869211277734
2012-07-12,3,1,7,14,0,4,1,1,0.78,0.6818,0.33,0.2239,271.7991769837342
2012-07-12,3,1,7,15,0,4,1,1,0.8,0.7121,0.36,0.194,282.01677752045646
2012-07-12,3,1,7,16,0,4,1,1,0.8,0.7121,0.36,0.194,409.74807151467695
2012-07-12,3,1,7,17,0,4,1,1,0.76,0.6818,0.43,0.2239,778.3460073355866
2012-07-12,3,1,7,18,0,4,1,1,0.76,0.6818,0.45,0.1343,782.9285210067837
2012-07-12,3,1,7,19,0,4,1,1,0.74,0.6667,0.48,0.2239,539.0696542392683
2012-07-12,3,1,7,20,0,4,1,1,0.74,0.6667,0.48,0.2239,389.5434717960156
2012-07-12,3,1,7,21,0,4,1,1,0.72,0.6667,0.48,0.2239,300.1533268285385
2012-07-12,3,1,7,22,0,4,1,1,0.72,0.6667,0.51,0.1642,242.80828359881755
2012-07-12,3,1,7,23,0,4,1,2,0.7,0.6515,0.51,0.2239,179.9324254492025
2012-07-13,3,1,7,0,0,5,1,2,0.7,0.6515,0.54,0.1642,70.69918765475643
2012-07-13,3,1,7,1,0,5,1,2,0.68,0.6364,0.54,0.1045,48.692394387590966
2012-07-13,3,1,7,2,0,5,1,2,0.66,0.6212,0.61,0.0896,39.66265169827495
2012-07-13,3,1,7,3,0,5,1,2,0.68,0.6364,0.61,0.0,36.47245064951768
2012-07-13,3,1,7,4,0,5,1,2,0.66,0.6212,0.61,0.0,36.47245064951768
2012-07-13,3,1,7,5,0,5,1,2,0.66,0.6364,0.56,0.0896,51.719252186567005
2012-07-13,3,1,7,6,0,5,1,2,0.7,0.6515,0.54,0.0,138.7866344163012
2012-07-13,3,1,7,7,0,5,1,2,0.7,0.6515,0.54,0.0,379.5245840735331
2012-07-13,3,1,7,8,0,5,1,2,0.7,0.6515,0.54,0.0,638.7971637063396
2012-07-13,3,1,7,9,0,5,1,2,0.72,0.6667,0.51,0.0,400.0120436305698
2012-07-13,3,1,7,10,0,5,1,2,0.74,0.6667,0.48,0.0,337.92248333890024
2012-07-13,3,1,7,11,0,5,1,2,0.76,0.6818,0.45,0.1343,360.59984774000367
2012-07-13,3,1,7,12,0,5,1,2,0.76,0.6818,0.4,0.1045,431.8463204209942
2012-07-13,3,1,7,13,0,5,1,2,0.8,0.7121,0.38,0.1343,431.36961384003126
2012-07-13,3,1,7,14,0,5,1,2,0.8,0.7121,0.38,0.0,424.6853607709087
2012-07-13,3,1,7,15,0,5,1,2,0.8,0.7121,0.36,0.1045,430.2293390217204
2012-07-13,3,1,7,16,0,5,1,2,0.8,0.7121,0.36,0.2239,543.3366649502073
2012-07-13,3,1,7,17,0,5,1,2,0.8,0.7121,0.36,0.1642,785.8838030555506
2012-07-13,3,1,7,18,0,5,1,1,0.78,0.697,0.46,0.194,754.0101424304962
2012-07-13,3,1,7,19,0,5,1,1,0.74,0.6667,0.51,0.1642,562.3873273832459
2012-07-13,3,1,7,20,0,5,1,1,0.74,0.6667,0.48,0.1343,433.84935893083525
2012-07-13,3,1,7,21,0,5,1,1,0.72,0.6667,0.54,0.0,355.56761193676846
2012-07-13,3,1,7,22,0,5,1,1,0.74,0.6667,0.45,0.0,313.12795627642976
2012-07-13,3,1,7,23,0,5,1,2,0.72,0.6515,0.45,0.1343,287.39955383529457
2012-07-14,3,1,7,0,0,6,0,2,0.72,0.6667,0.48,0.0896,112.66535415126563
2012-07-14,3,1,7,1,0,6,0,2,0.7,0.6515,0.51,0.1045,91.55317202859258
2012-07-14,3,1,7,2,0,6,0,2,0.7,0.6515,0.54,0.1045,78.64461321940185
2012-07-14,3,1,7,3,0,6,0,2,0.7,0.6515,0.54,0.1045,46.64465825991414
2012-07-14,3,1,7,4,0,6,0,3,0.66,0.6212,0.61,0.1045,36.697377252004735
2012-07-14,3,1,7,5,0,6,0,2,0.64,0.6061,0.73,0.1045,42.58386088720039
2012-07-14,3,1,7,6,0,6,0,2,0.64,0.5909,0.78,0.0896,59.09483623839024
2012-07-14,3,1,7,7,0,6,0,1,0.64,0.5909,0.78,0.2836,176.3710773698469
2012-07-14,3,1,7,8,0,6,0,1,0.62,0.5909,0.78,0.2836,296.4136816797464
2012-07-14,3,1,7,9,0,6,0,1,0.66,0.6212,0.74,0.194,360.0095216578538
2012-07-14,3,1,7,10,0,6,0,2,0.72,0.6818,0.7,0.0896,454.78310471274443
2012-07-14,3,1,7,11,0,6,0,2,0.72,0.6818,0.7,0.1045,553.311161437144
2012-07-14,3,1,7,12,0,6,0,2,0.74,0.697,0.66,0.0896,618.97454589445
2012-07-14,3,1,7,13,0,6,0,2,0.76,0.7121,0.62,0.0896,625.0194912825469
2012-07-14,3,1,7,14,0,6,0,1,0.8,0.7576,0.55,0.1045,643.2894893438666
2012-07-14,3,1,7,15,0,6,0,1,0.8,0.7576,0.55,0.1642,649.987274885977
2012-07-14,3,1,7,16,0,6,0,2,0.72,0.697,0.79,0.3582,497.28649019960153
2012-07-14,3,1,7,17,0,6,0,3,0.7,0.6667,0.79,0.1642,474.7112096327982
2012-07-14,3,1,7,18,0,6,0,1,0.72,0.697,0.79,0.1343,500.89368413385085
2012-07-14,3,1,7,19,0,6,0,1,0.72,0.7121,0.84,0.0896,429.56523319854307
2012-07-14,3,1,7,20,0,6,0,1,0.72,0.7121,0.84,0.0896,363.2874825445159
2012-07-14,3,1,7,21,0,6,0,1,0.7,0.6667,0.84,0.2239,315.37267497277867
2012-07-14,3,1,7,22,0,6,0,1,0.7,0.6667,0.79,0.194,306.44714818800884
2012-07-14,3,1,7,23,0,6,0,2,0.68,0.6364,0.83,0.0896,275.9256810920816
2012-07-15,3,1,7,0,0,0,0,1,0.68,0.6364,0.89,0.1642,115.08197607425402
2012-07-15,3,1,7,1,0,0,0,2,0.68,0.6364,0.89,0.1343,91.27978732025797
2012-07-15,3,1,7,2,0,0,0,2,0.68,0.6364,0.89,0.1642,79.57300968462715
2012-07-15,3,1,7,3,0,0,0,2,0.68,0.6364,0.89,0.1642,44.90094230035369
2012-07-15,3,1,7,4,0,0,0,2,0.68,0.6364,0.89,0.1045,32.79059987151876
2012-07-15,3,1,7,5,0,0,0,1,0.68,0.6364,0.89,0.1343,32.33995443535552
2012-07-15,3,1,7,6,0,0,0,1,0.68,0.6364,0.83,0.1343,45.523919192709734
2012-07-15,3,1,7,7,0,0,0,1,0.7,0.6667,0.79,0.0896,110.85679642772521
2012-07-15,3,1,7,8,0,0,0,2,0.7,0.6667,0.84,0.1343,188.01639132284333
2012-07-15,3,1,7,9,0,0,0,2,0.72,0.697,0.79,0.0,238.61626476180976
2012-07-15,3,1,7,10,0,0,0,1,0.76,0.7273,0.66,0.1343,364.17863890768206
2012-07-15,3,1,7,11,0,0,0,1,0.82,0.7727,0.52,0.1642,460.09499084413
2012-07-15,3,1,7,12,0,0,0,1,0.84,0.7727,0.47,0.1045,517.6623021888125
2012-07-15,3,1,7,13,0,0,0,1,0.86,0.7879,0.41,0.1045,499.21217447497924
